name,Weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A (Retinol),Vitamin A (Beta-Carotene),Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,EPA,DHA
새우살연근조림,33.2,반찬_조림_부찬,31.144,2.54516,0.2487,4.64907,0.6901,14.697,0.46074,126.878,0,0.002,0.018595,0.069282,5.77,0.0665383,0.00190958,0,0
우엉채조림,23.2,반찬_조림_부찬,20.904,0.7052,0.21118,4.21938,0.936,9.786,0.1961,96.892,0,0.001833333,0.00465,0.05462,0.122,0.0887545,0.00251214,0,0
우엉조림,23.3,반찬_조림_부찬,21.461,0.73116,0.25629,4.24121,0.9501,10.64,0.20249,96.894,0,0.002916667,0.004995,0.057552,0.122,0.10688555,0.00268365,0,0
(저염·저당)우엉조림,26.8,반찬_조림_부찬,20.376,0.69056,0.26279,4.01216,1.0971,11.59,0.20019,50.214,0,22.98625,0.00642,0.044412,0.273,0.11103655,0.00307865,0,0
우엉채어묵조림,33.3,반찬_조림_부찬,38.161,1.87516,0.70529,6.31021,0.9801,15.54,0.25649,166.794,2.4,0.227916667,0.004995,0.060052,0.122,0.31289755,0.02634265,3.028,15.718
우엉채곤약조림,33.3,반찬_조림_부찬,22.061,0.74316,0.25729,4.54721,1.1901,17.34,0.21349,97.094,0,0.002916667,0.004995,0.066552,0.132,0.10697755,0.00268365,0,0
콩자반,13.5,반찬_조림_부찬,50.091,4.09529,1.83461,4.49046,2.1134,21.669,0.68311,95.852,0,0.513916667,0.018153,0.110188,0.68386,0.92764878,0.13677865,0,0
푸실리케찹조림,47.5,반찬_조림_부찬,87.065,2.13175,2.2052,14.8164,1.079,8.075,0.27865,78.815,0,27.0125,0.019745,0.03622,11.3105,1.130114,0.1412311,0,0
호두견과조림,10.2,반찬_조림_부찬,57.884,1.5394,5.20258,2.00918,0.767,11.466,0.2511,48.172,0,0.101833333,0.01023,0.06,0,2.4079127,0.41158364,0,0
연근간장조림,23.3,반찬_조림_부찬,21.867,0.54219,0.15882,4.66572,0.6934,7.005,0.20156,99.88,0,0.002,0.018713,0.060558,5.68186,0.06659653,0.00190958,0,0
감자간장조림,70.4,반찬_조림_부찬,58.554,1.36719,1.26811,10.77556,1.7084,8.688,0.36861,97.656,0,23.00291667,0.036663,0.059468,6.00586,0.61892578,0.06822745,0,0
우엉간장조림,27.7,반찬_조림_부찬,24.899,0.77016,0.15975,5.33997,1.1721,12.667,0.22509,49.353,0,0.002,0.005555,0.049712,0.1525,0.0666423,0.00251058,0,0
땅콩조림,10.3,반찬_조림_부찬,51.991,2.39766,3.94349,2.61061,0.8621,6.55,0.18699,48.184,0,0.03625,0.007605,0.035872,0,1.47291675,0.00368285,0,0
콩조림,12.7,반찬_조림_부찬,48.515,3.96673,1.68576,4.56729,2.0913,20.221,0.63852,47.953,0,0.500916667,0.017378,0.087756,0.68386,0.86789648,0.13607307,0,0
진미채고추장조림,18.8,반찬_조림_부찬,43.192,5.27554,0.45872,4.33882,0.0734,5.67,0.67311,233.005,0,2.9145,0.018018,0.039048,0.01186,0.06683883,0.00159818,0,0
진미채간장조림,19.6,반찬_조림_부찬,42.908,5.32995,0.59372,3.24669,0.0395,6.803,0.6996,232.184,0,0.015,0.013308,0.04818,0.01186,0.11957203,0.00141116,0,0
건새우조림,15.1,반찬_조림_부찬,45.167,2.02566,2.11631,4.50473,0.1901,127.254,3.33399,126.832,0,3.68775,0.003805,0.042312,0.33,0.52539905,0.06574831,0,0
감자마늘쫑조림,48.2,반찬_조림_부찬,33.46,1.09799,0.06633,7.91138,1.5334,11.452,0.29161,96.124,0,5.326083333,0.020593,0.059478,9.82036,0.02179528,0.00125751,0,0
마늘쫑조림,26.1,반찬_조림_부찬,23.717,0.52266,0.05961,6.13413,0.9341,11.254,0.12139,230.602,0.05,7.101083333,0.002665,0.040082,8.874,0.01953755,0.00088351,0.593,0.3475
쇠고기우엉조림,38.9,반찬_조림_부찬,39.065,3.08356,0.71098,5.17364,0.9426,11.81,0.54714,104.481,0.2,0.04525,0.010796,0.077892,0.74372,0.06518471,0.00249007,0,0
두부데리야끼조림,67.1,반찬_조림_경계,66.917,4.376,3.95479,3.32134,1.39,32.593,0.92025,192.666,0,4.450916667,0.0223,0.08412,9.3725,2.01447725,0.28895167,0,0
견과두부조림,51.1,반찬_조림_경계,102.017,5.1983,7.59639,3.68404,1.812,39.653,0.86915,96.356,0,0.108416667,0.01586,0.16493,0,3.64183035,0.63128307,0,0
간장두부조림,60.3,반찬_조림_경계,69.361,4.1973,4.05558,3.91318,1.346,29.257,0.7429,97.298,0,0.062833333,0.01819,0.11348,1.138,2.0538345,0.28734574,0,0
고구마메추리알조림,62.2,반찬_조림_경계,97.494,5.509,4.24118,8.57708,0.556,31.586,1.2501,148.292,55.6,0.535166667,0.08498,0.27322,1.424,0.5593265,0.01378614,0.976,31.388
달걀새송이장조림,58.4,반찬_조림_경계,65.784,5.64083,3.1755,3.84513,0.4543,22.015,0.83472,149.05,54.4,0.012833333,0.037908,0.265656,0.01186,0.53492373,0.01074814,0,28.288
달걀장조림,48.3,반찬_조림_경계,63.837,5.21703,3.1539,3.07283,0.1743,22.634,0.77222,149.254,54.4,22.98516667,0.033948,0.229536,0.16286,0.52524773,0.01114314,0,28.288
(저염)달걀장조림,47.4,반찬_조림_경계,63.364,5.15149,3.19901,2.92926,0.1804,23.238,0.76231,101.426,54.4,22.98625,0.033903,0.216228,0.16286,0.54337878,0.01131465,0,28.288
두부땅콩조림,47.2,반찬_조림_경계,68.694,5.318,4.17968,2.74908,1.846,29.536,0.8056,96.342,0,0.0185,0.03303,0.11482,0,1.825893,0.15762914,0,0
두부양념조림,64.4,반찬_조림_경계,61.856,4.25732,3.0734,4.27905,1.542,30.263,0.74311,98.417,0,23.64875,0.020475,0.118795,1.30086,1.55599438,0.22252385,0,0
건새우두부조림,60.2,반찬_조림_경계,99.774,6.2997,5.14668,6.63548,1.48,155.656,4.0865,174.602,0,7.331,0.02231,0.12829,0.6896,2.0707202,0.29041604,0,0
두부조림,64.4,반찬_조림_경계,62.094,4.26999,3.11011,4.24026,1.5184,31.038,0.74461,98.406,0,23.03625,0.020393,0.119568,1.30086,1.56890678,0.22233545,0,0
두부케찹조림,62,반찬_조림_경계,84.75,4.564,3.9077,7.4167,1.495,29.3,0.774,54.75,0,2.720833333,0.02615,0.0821,9.1125,1.9986245,0.2878921,0,0
둥근어묵무조림,57.4,반찬_조림_경계,73.414,4.87183,2.0129,9.20403,0.2293,23.925,0.29942,376.24,9.6,0.962833333,0.009858,0.046266,1.11286,0.91104773,0.09717564,12.112,62.872
맛살간장조림,58.2,반찬_조림_경계,59.114,4.578,0.25328,9.77368,0.186,90.576,0.4274,413.652,0,0.051833333,0.01728,0.08966,1.138,0.0849825,0.00116414,0,0
메추리알고구마조림,68.3,반찬_조림_경계,103.171,4.40596,3.29889,13.46701,0.9951,28.18,1.03579,137.354,41.7,23.78625,0.075875,0.229092,2.287,0.46894455,0.01199665,0.732,23.541
메추리알곤약조림,58.3,반찬_조림_경계,59.011,4.1538,3.22838,3.14748,0.616,33.907,0.9404,135.748,41.7,23.0045,0.05789,0.23233,0.46,0.4391075,0.01022614,0.732,23.541
곤약메추리알장조림,58.5,반찬_조림_경계,59.457,4.17136,3.23312,3.21828,0.6926,34.373,0.94604,136.752,41.7,45.9795,0.058226,0.235432,0.34072,0.44250496,0.01057314,0.732,23.541
메추리알어묵조림,33.2,반찬_조림_경계,49.564,3.2995,2.16228,4.05418,0.201,17.226,0.5269,185.952,23.25,23.21016667,0.02933,0.13236,0.151,0.4687585,0.02947964,3.394,27.4885
메추리알볼어묵조림,44.6,반찬_조림_경계,53.578,3.41823,1.97522,5.2071,0.2893,19.188,0.58442,186.952,23.25,23.25,0.032233,0.135046,1.00686,0.38644883,0.0284595,3.394,27.4885
(저염·저당)메추리알장조림,43.4,반찬_조림_경계,58.484,4.24933,3.235,2.69713,0.3293,25.065,0.95472,135.45,41.7,24.09616667,0.057908,0.225706,1.62136,0.43967223,0.01328514,0.732,23.541
메추리알장조림,46.4,반찬_조림_경계,64.414,4.43233,3.2351,4.02753,0.3453,25.605,0.98862,231.12,41.7,24.09616667,0.058688,0.264126,1.62136,0.43967223,0.01328514,0.732,23.541
메추리알피망케첩조림,52.1,반찬_조림_경계,61.183,4.10483,3.02952,4.03345,0.5793,23.848,0.91832,91.712,41.7,9.356666667,0.063768,0.199316,6.99386,0.35590003,0.0113958,0.732,23.541
메추리알케첩조림,46.1,반찬_조림_경계,60.083,4.03773,3.02762,3.73495,0.4433,23.958,0.87432,92.852,41.7,24.90833333,0.058488,0.187126,0.91086,0.35828823,0.009158,0.732,23.541
(저염·저당)메추리알케첩조림,48.6,반찬_조림_경계,56.478,4.05203,3.03102,2.8352,0.3633,24.158,0.93672,71.892,41.7,24.9125,0.060933,0.184906,8.82926,0.35728703,0.009158,0.732,23.541
볼어묵채소조림,64.7,반찬_조림_경계,82.595,3.98148,3.46541,9.26389,0.7203,21.726,0.33802,283.963,7.2,25.63425,0.009423,0.047556,3.83536,1.68226098,0.20647517,9.084,47.154
볼어묵조림,64.3,반찬_조림_경계,82.647,3.93673,3.5675,9.27083,0.6513,19.394,0.30412,260.164,7.2,25.1185,0.009528,0.050756,5.88836,1.72897773,0.20515524,9.084,47.154
한치어묵조림,55.3,반찬_조림_경계,71.217,5.05583,3.14211,5.62069,0.3043,13.822,0.29097,254.334,4.2,23.37441667,0.015608,0.050386,1.00686,1.37025448,0.16761917,4.542,23.577
우엉어묵조림,55.3,반찬_조림_경계,85.617,4.00533,3.45961,9.85919,0.7243,22.622,0.36197,308.034,7.2,23.70358333,0.005758,0.062586,0.77386,1.68115848,0.20378167,9.084,47.154
어묵고구마조림,65.3,반찬_조림_경계,103.167,3.94333,3.47211,14.24269,0.7543,21.022,0.35947,308.634,7.2,24.11191667,0.015358,0.056186,2.07486,1.68562948,0.20393117,9.084,47.154
어묵감자조림,70.3,반찬_조림_경계,91.717,4.24733,3.47161,11.24219,0.9093,22.072,0.41897,307.884,7.2,24.81191667,0.016258,0.063336,4.04186,1.68208748,0.20649067,9.084,47.154
어묵당근조림,60.4,반찬_조림_경계,83.724,3.91979,3.51372,9.38902,0.6734,22.026,0.32636,309.886,7.2,69.67966667,0.009653,0.061268,1.30886,1.70570553,0.20406918,9.084,47.154
어묵곤약조림,63.3,반찬_조림_경계,63.361,3.7903,1.56238,9.08248,0.791,28.357,0.2694,307.198,7.2,23.68783333,0.00624,0.06398,0.754,0.7073075,0.07253614,9.084,47.154
토마토두부무조림,108.7,반찬_조림_경계,75.069,4.50325,4.14098,5.22978,2.554,33.801,0.75095,26.257,0,15.88516667,0.028345,0.10745,8.181,2.1015235,0.29202624,0,0
소시지케찹채소조림,56,반찬_조림_경계,97.95,4.97,6.0906,5.7336,0.68,14.65,0.3025,274.35,0.3,26.01666667,0.0959,0.05415,12.8815,1.2859235,0.1235408,0,1.986
매콤두부조림,58.3,반찬_조림_경계,63.279,4.14078,3.90583,2.7907,1.3931,29.541,0.7144,49.397,0,0.664666667,0.01858,0.096307,1.14986,1.99399993,0.28680902,0,0
두부케첩조림,71.6,반찬_조림_경계,83.898,4.49618,3.88812,7.50805,1.7733,30.543,0.75237,79.247,0,25.6875,0.027663,0.092216,9.30996,1.99366593,0.2876989,0,0
메란장조림,43.3,반찬_조림_경계,58.667,4.00473,3.2234,2.96423,0.0713,23.684,0.88292,86.874,41.7,0.035166667,0.059878,0.201096,0.74586,0.43647273,0.01076414,0.732,23.541
달걀간장조림,47.2,반찬_조림_경계,61.43,5.16049,3.00333,2.91248,0.0254,23.202,0.79481,101.094,54.4,0.034416667,0.033053,0.214988,0.56186,0.45598528,0.00985151,0,28.288
어묵피망조림,49.2,반찬_조림_경계,59.89,3.79299,1.40583,8.35898,0.4674,17.662,0.27141,305.444,7.2,4.249416667,0.003473,0.058228,9.07346,0.64135968,0.07383331,9.084,47.154
쇠고기메란조림,53.9,반찬_조림_경계,73.704,6.3987,3.761,2.98915,0.2619,24.082,1.12652,140.003,41.9,22.99508333,0.067068,0.233968,0.51236,0.45563616,0.01072495,0.732,23.541
감자비엔나조림,58.6,반찬_조림_경계,104.582,5.09266,6.12126,7.19293,0.6471,12.924,0.36734,267.787,0.3,0.834416667,0.099805,0.064742,13.1765,1.29692055,0.12065081,0,1.986
깻잎두부조림,60.4,반찬_조림_경계,60.454,4.21669,3.11361,3.90116,1.4694,35.508,0.75251,49.446,0,12.66125,0.024733,0.110388,1.20446,1.56614598,0.22684105,0,0
다진쇠고기메추리알조림,53.2,반찬_조림_경계,71.89,7.31369,3.13533,3.11578,0.1954,17.652,1.04881,82.944,28.2,0.01775,0.058223,0.180088,0.70786,0.28683128,0.00705151,0.488,15.694
땅콩두부조림,54.1,반찬_조림_경계,84.327,5.2742,5.07529,4.75404,1.923,30.033,0.79885,48.656,0,0.025916667,0.03446,0.105,0.294,2.29240975,0.22271987,0,0
두부어묵조림,52.1,반찬_조림_경계,56.697,3.38356,1.43921,7.41283,0.8191,21.984,0.45439,301.542,2.45,1.39275,0.011845,0.077872,0.9995,0.70301965,0.10358001,3.621,16.0655
어묵케찹조림,36.6,반찬_조림_경계,57.602,3.84485,2.56259,4.18474,0.234,20.108,0.6326,172.611,30.2,2.142583333,0.037095,0.13509,0.454,0.48394485,0.03000307,3.516,31.412
멸치마늘조림,12.1,반찬_조림_경계,33.917,3.62296,1.40671,1.48553,0.0551,50.824,0.10499,259.542,0,0.001083333,0.003675,0.035552,0.1186,0.52953015,0.06948591,47.9136,148.3176
뱅어포간장조림,19.2,반찬_조림_경계,60.87,6.22469,3.14143,1.51238,0.0254,100.562,0.37351,116.684,0,0.034416667,0.019923,0.031448,0.56186,1.03272528,0.13132511,0,0
아몬드잔멸치조림,16,반찬_조림_경계,60.52,4.6989,3.8583,2.0324,0.733,68.25,0.3271,259.81,0,0.070833333,0.00367,0.10122,0,1.1572603,0.0705239,47.9136,148.3176
감자어묵조림,59.2,반찬_조림_경계,67.64,2.41253,2.78301,8.49399,0.9213,12.791,0.31617,154.658,3.6,24.10925,0.020858,0.036376,10.95286,1.37285848,0.16803517,4.542,23.577
양념꼬치어묵,39.3,반찬_조림_경계,76.109,3.60382,3.45141,7.80761,0.139,16.37,0.23706,258.421,7.2,1.322833333,0.001935,0.034185,0.56186,1.67947013,0.20302458,9.084,47.154
홍합조림,58.1,반찬_조림_경계,51.597,5.8843,1.4993,3.4629,0.248,21.721,2.5771,49.036,12,1.152666667,0.0129,0.1641,3.9025,0.5096525,0.0687318,0,0
참치어묵조림,57.4,반찬_조림_경계,63.62,6.44702,1.55554,6.02327,0.6337,15.553,1.38488,274.262,3.6,27.9895,0.014871,0.052584,4.84272,0.37642326,0.03836058,4.542,23.577
두부떡간장조림,86.9,반찬_조림_경계,100.173,4.86473,3.1106,13.19359,1.7581,41.463,0.73682,273.123,0.05,29.28275,0.02792,0.110214,2.60186,1.56778322,0.22691723,0.593,0.3475
두부간장조림,60.3,반찬_조림_경계,69.237,4.18403,4.0481,3.89003,1.5043,28.934,0.68822,97.554,0,23.00183333,0.019048,0.114636,0.75086,2.05804373,0.28774074,0,0
두부볼케찹조림,66.6,반찬_조림_경계,56.262,4.1493,1.98259,5.50154,1.706,29.658,0.7379,67.606,0,28.54466667,0.024045,0.097065,13.5865,1.0095804,0.15791687,0,0
닭살카레튀김,38.8,반찬_튀김_주찬,92.71,7.564,5.8965,2.1035,0,5.695,0.5091,118.191,14.1,0.545416667,0.0642,0.0665,0,2.53634,0.327884,0,0
돈까스+소스,68.3,반찬_튀김_주찬,131.207,8.3478,6.4066,9.0595,0.586,8.641,0.448,183.92,7.7,23.6985,0.28104,0.12334,2.0846,2.7821366,0.3395898,0,3.536
돈까스,71.3,반찬_튀김_주찬,127.607,8.859,6.5264,7.6287,0.592,8.201,0.3684,181,7.1,1.540166667,0.10097,0.10721,3.0842,2.7651908,0.3381651,0,3.536
돈가스,46,반찬_튀김_주찬,112.46,7.9537,6.3708,4.8139,0.207,4.64,0.369,29.56,7.7,0,0.27171,0.11489,1.3122,2.7648953,0.3382866,0,3.536
돈육강정+소스,62,반찬_튀김_주찬,101.32,7.5221,5.301,5.2839,0.525,7.32,0.3672,75.61,7.7,24.91666667,0.27095,0.12385,1.271,2.2309414,0.2712463,0,3.536
동태살후라이드,48,반찬_튀김_주찬,108.43,5.8652,5.4166,8.0063,0.22,23.16,0.203,154.53,6.78,0,0.04514,0.04127,0,2.6122727,0.331345,0,2.1216
어묵강정,48.2,반찬_튀김_주찬,141.154,4.16645,7.06578,14.88803,0.264,20.726,0.27925,390.722,7.2,0.681416667,0.01004,0.06184,0,3.47589335,0.40451399,9.084,47.154
두부강정,53.1,반찬_튀김_주찬,104.663,3.94713,6.83452,6.50975,1.3353,26.618,0.63442,57.822,0,4.0625,0.018988,0.084106,0.28426,3.49932923,0.4838397,0,0
깐쇼새우,89.3,반찬_튀김_주찬,188.771,8.681,10.36692,14.06852,0.92,38.889,1.11206,260.108,0,29.68183333,0.02537,0.083068,6.9403,5.1338324,0.6615517,0,0
칠리새우,89.3,반찬_튀김_주찬,188.771,8.681,10.36692,14.06852,0.92,38.889,1.11206,260.108,0,29.68183333,0.02537,0.083068,6.9403,5.1338324,0.6615517,0,0
새우탕수,70.5,반찬_튀김_주찬,132.685,7.98495,5.3538,12.243,0.535,35.805,1.06065,306.965,0,15.06,0.015425,0.08339,1.5618,2.5756399,0.3305196,0,0
두부탕수,75,반찬_튀김_주찬,126.28,4.7705,5.8987,12.8923,1.745,34.65,0.7694,189.19,0,15.39,0.02815,0.11617,1.6422,3.0229578,0.4200675,0,0
과일소스두부탕수,68.2,반찬_튀김_주찬,84.25,3.9895,3.8488,8.3573,1.604,28.59,0.6708,69.404,0,14.78916667,0.01765,0.0902,2.4115,1.9735374,0.2869072,0,0
미니돈까스,48,반찬_튀김_주찬,119.96,8.1605,6.391,6.3467,0.261,4.98,0.3836,29.58,7.7,0,0.27493,0.11537,1.3156,2.7758031,0.3389708,0,3.536
삼치데리야끼소스튀김,62,반찬_튀김_주찬,105.02,6.3955,7.8529,1.6026,0.265,7.39,0.1704,127.91,0,0.53,0.03562,0.02658,1.393,3.3858202,0.3476722,55.92,244.32
새우튀김,49.2,반찬_튀김_주찬,108.157,7.3854,5.7023,5.8621,0.327,27.761,0.9386,162.293,6.8,1.161,0.0122,0.05679,1.8066,2.6277311,0.3310836,0,3.536
새우까스,60.3,반찬_튀김_주찬,128.847,9.7878,5.8511,7.9938,0.345,35.661,1.2249,197.14,6.8,0.011,0.01636,0.06307,2.457,2.6496725,0.33241,0,3.536
새우까스+타르타르소스,70.3,반찬_튀김_주찬,167.027,9.8744,9.6372,9.0171,0.438,38.131,1.2634,241.13,7.25,0.530166667,0.01888,0.066,2.6334,4.6120429,0.6239488,0,3.536
생선까스,50,반찬_튀김_주찬,117,7.5865,5.577,7.9775,0.345,15,0.285,21.9,13.7,0,0.05225,0.07485,2.357,2.6496725,0.33241,0,3.536
생선까스+타르타르소스,62,반찬_튀김_주찬,134.53,8.2951,6.7523,9.1515,0.438,20.07,0.4135,72.44,20.95,0.519166667,0.05867,0.10123,2.5334,3.1449634,0.4284284,0,7.072
순살닭강정,62,반찬_튀김_주찬,108.71,8.0242,5.7677,5.5129,0.445,9.36,0.4615,58.17,20.9,24.15,0.07003,0.09473,1.0114,2.5985705,0.3296318,0,3.536
후라이드치킨,50.3,반찬_튀김_주찬,174.147,6.5563,12.3161,7.9733,0.22,10.261,0.2949,180.04,8.4,0.011,0.06061,0.02622,0,5.470888,0.678279,0,0
순살후라이드치킨,45,반찬_튀김_주찬,105.4,8.183,5.794,4.154,0.11,9.5,0.4645,67.75,20.9,0,0.0703,0.08955,0,2.6126135,0.3304615,0,3.536
찹쌀탕수육,78.6,반찬_튀김_주찬,137.874,9.27533,6.83184,8.91387,0.4223,11.357,0.42258,237.814,13.9,24.66516667,0.098998,0.164954,5.76286,2.79555403,0.3396681,0,7.072
레몬소스탕수육,82.2,반찬_튀김_주찬,150.96,9.24713,6.84182,12.30345,0.5193,15.629,0.44552,167.088,13.9,23.26516667,0.104298,0.156376,3.03146,2.80458873,0.3396664,0,7.072
후르츠탕수육,81.4,반찬_튀김_주찬,144.079,8.46147,6.47455,12.16662,0.6846,12.389,0.35435,163.464,7.1,25.13008333,0.0993,0.110112,3.3534,2.75022893,0.33831561,0,3.536
새우춘권튀김,65.3,반찬_튀김_주찬,106.047,8.6008,5.3931,4.9503,0.35,38.111,1.2984,220.49,0,23.36516667,0.01811,0.04697,1.095,2.56291,0.3296945,0,0
치즈돈까스,61.1,반찬_튀김_주찬,146.807,10.3476,8.8529,4.9397,0.165,69.951,0.48,125.926,20.2,2.277666667,0.28076,0.15512,0.9095,2.8351827,0.3535335,2.211,7.072
치킨까스+소스,62.2,반찬_튀김_주찬,124.25,8.90363,6.09252,7.08075,0.2953,9.219,0.35002,121.688,16.6,0.706833333,0.078738,0.069736,1.57006,2.73285513,0.3345876,0,7.072
치킨까스,52.2,반찬_튀김_주찬,116.25,8.82613,6.08952,5.11975,0.2103,7.869,0.32952,35.888,16.6,0.011,0.076338,0.065636,1.24606,2.73154263,0.3344116,0,7.072
순살코다리강정,58.6,반찬_튀김_주찬,114.144,7.94848,5.94085,6.42182,0.3403,19.086,0.30507,164.966,6.8,0.018916667,0.064423,0.114401,0.5965,2.63840128,0.33109467,0,3.536
탕수육+소스,59.3,반찬_튀김_주찬,106.873,6.49056,6.13944,5.8779,0.5096,7.337,0.37934,99.85,7.55,24.97766667,0.226816,0.130632,1.88212,2.71395386,0.3357871,0,3.536
파인애플탕수육+소스,74,반찬_튀김_주찬,120.23,7.6067,6.2966,7.6763,0.673,7.99,0.4142,102.2,7.7,24.96666667,0.27437,0.14956,2.6624,2.7373304,0.3378436,0,3.536
흰살생선튀김,50.2,반찬_튀김_주찬,102.347,6.8663,5.9566,4.3608,0.11,41.821,0.6942,130.143,18.7,0.011,0.02631,0.08922,0,2.667338,0.3316715,0,7.072
등심돈가스+소스,55.1,반찬_튀김_주찬,138.397,8.9868,6.5721,9.5808,0.345,6.581,0.309,119.296,7.1,0.6985,0.09891,0.08432,2.243,2.779937,0.339183,0,3.536
등심탕수육+소스,65.3,반찬_튀김_주찬,115.556,8.20651,6.44075,5.47816,0.4888,8.834,0.28135,68.722,7.1,11.43558333,0.09253,0.094056,2.4258,2.73476459,0.33709213,0,3.536
닭강정,64.7,반찬_튀김_주찬,148.704,9.09707,6.58405,12.41952,0.7366,14.104,0.3688,200.11,9.8,2.627166667,0.099825,0.083597,0.6865,2.97772478,0.33533211,0,3.536
간장닭강정,55.8,반찬_튀김_주찬,133.996,8.8755,6.14142,9.73477,0.398,12.599,0.36026,251.248,9.8,0.011,0.087745,0.102138,0.1186,2.8285251,0.3343865,0,3.536
돼지고기강정+소스,62.3,반찬_튀김_주찬,137.422,9.30105,7.27622,7.85977,0.4979,12.532,0.41257,149.512,13.9,4.083416667,0.112063,0.125578,0.73576,2.94993206,0.33970841,0,7.072
닭살튀김,54.8,반찬_튀김_주찬,122.678,8.87126,6.15149,7.0178,0.0886,11.597,0.59379,153.155,27.7,0.011,0.072836,0.147982,0.02372,2.65891976,0.3311596,0,7.072
삼치튀김,45.3,반찬_튀김_주찬,106.148,6.40143,5.87159,6.22262,0.2032,4.624,0.08169,117.938,0,1.151583333,0.029316,0.046724,0.29762,2.56288539,0.33625801,55.92,244.32
닭다리살튀김,45.4,반찬_튀김_주찬,137.235,5.96783,8.55999,8.21792,0.1192,6.815,0.23309,63.554,12.3,0.012583333,0.053546,0.039924,0.02522,3.08136139,0.36382181,0,0
오징어튀김,65.3,반찬_튀김_주찬,135.647,9.9058,6.4356,8.1883,0.345,11.861,0.3469,175.29,13.6,0.011,0.04026,0.05852,2.057,2.705197,0.33378,63.16,255.512
오징어링튀김,55.2,반찬_튀김_주찬,120.397,8.2693,5.6256,8.0043,0.22,11.921,0.1807,200.843,0,0.011,0.03291,0.01442,0,2.580238,0.330779,63.16,248.44
가자미튀김,40.1,반찬_튀김_주찬,103.147,7.0023,6.1196,4.1098,0.11,15.881,0.274,112.846,2.4,0.011,0.06051,0.08132,0.6,2.557889,0.3292515,0,0
갈치카레튀김,38.1,반찬_튀김_주찬,101.257,5.8721,7.3858,2.2451,0.054,15.071,0.3851,30.066,6,0.166833333,0.04353,0.0347,0.3034,2.5472478,0.3285682,0,0
고등어튀김,40.1,반찬_튀김_주찬,118.447,6.4323,8.1296,4.0198,0.11,11.681,0.544,66.346,6.9,0.011,0.06051,0.14132,0.3,2.557889,0.3292515,0,0
닭가슴살튀김,65.3,반찬_튀김_주찬,109.46,7.51993,5.40472,6.62735,0.2383,7.929,0.46702,283.155,14.15,0.702666667,0.082428,0.098136,0.85586,2.53740053,0.3279554,0.593,0.3475
새우깐풍기,80.1,반찬_튀김_주찬,116.95,8.6552,5.4051,7.4768,0.806,37.28,1.1589,232.767,0,29.61666667,0.01429,0.07005,5.6165,2.571111,0.331555,0,0
라조기,70.1,반찬_튀김_주찬,111.45,7.5062,5.3361,7.4368,0.806,7.68,0.2029,138.267,3,29.61666667,0.07519,0.05025,5.2165,2.621637,0.333673,0,0
생선살탕수,61.5,반찬_튀김_주찬,88.185,6.12255,5.0727,4.1841,0.659,16.485,0.19075,57.745,6.9,24.96666667,0.043475,0.07479,2.0934,2.5461553,0.3287687,0,0
임연수튀김,50.2,반찬_튀김_주찬,123.17,7.50333,7.87672,4.53745,0.1133,12.989,2.61482,56.948,20.5,0.011,0.050428,0.080496,0.01186,2.66739623,0.3316715,0,7.072
치즈등심돈까스,70.3,반찬_튀김_주찬,179.697,11.1443,8.1081,13.9118,0.555,41.611,0.4424,254.74,16.75,1.831833333,0.11006,0.11847,4.295,2.876913,0.3491775,1.1055,7.072
다시마튀각,6.3,반찬_튀김_주찬,28.971,0.033,2.98533,0.44568,0,3.102,0.07239,2.253,0,1.935,0.0009,0.005682,0.42,1.521804,0.1967304,0,0
코다리강정,47,반찬_튀김_주찬,111.49,7.0626,5.5156,7.0593,0.126,16.52,0.1988,201.93,0,0,0.05532,0.09252,0,2.5578982,0.3292515,0,0
간장코다리강정,45.1,반찬_튀김_주찬,102.187,6.7849,5.4816,5.2916,0.049,13.441,0.186,158.866,0,0.011,0.05007,0.09834,0.1186,2.5370164,0.3279191,0,0
만두탕수,61,반찬_튀김_주찬,129.5,3.2614,6.9512,13.4614,2.103,24.32,1.0203,223.86,0,26.37083333,0.14041,0.08845,1.0075,2.8650171,0.3502279,0,0
웨지감자,54.2,반찬_튀김_부찬,65.48,1.0227,3.4743,7.6009,1.35,5.06,0.2913,67.994,15.66,0.0575,0.03,0.01488,5.255,0.5572927,0.0717468,0,0
고구마튀김,58,반찬_튀김_경계,133.76,0.7216,5.0445,20.9803,1.416,9.66,0.2517,29.78,0,1.333333333,0.03634,0.01536,3.56,2.5704594,0.3314495,0,0
감자튀김,58.2,반찬_튀김_경계,89.27,1.0071,4.9861,10.054,1.35,4.7,0.2931,68.354,0,0,0.03,0.0135,5.255,2.5407599,0.3288391,0,0
뿌리채소맛탕,68,반찬_튀김_경계,124.08,0.7926,5.0195,18.8649,1.8,12.9,0.375,8.4,0,0.8,0.04581,0.0453,10.641,2.559233,0.331337,0,0
고구마연근맛탕,68,반찬_튀김_경계,124.08,0.7926,5.0195,18.8649,1.8,12.9,0.375,8.4,0,0.8,0.04581,0.0453,10.641,2.559233,0.331337,0,0
